age,workclass,fnlwgt,education-num,marital-status,occupation,race,sex,capital-gain,capital-loss,hours-per-week,income
41,2,84610,13,2,3,4,1,0,1902,60,1
49,2,166789,9,2,0,4,1,0,0,40,0
36,1,348728,13,4,9,4,0,0,0,35,0
23,2,348092,9,4,13,2,1,0,0,40,0
63,2,154526,10,6,7,4,0,0,0,40,0
67,2,288371,9,2,11,4,1,0,0,40,1
23,2,182342,9,4,2,4,1,0,0,40,0
22,2,244366,13,4,9,4,1,0,0,40,0
66,2,102423,11,2,0,4,1,0,0,30,0
25,2,259688,7,2,2,4,1,0,0,50,0
30,2,98733,10,0,6,4,0,0,0,20,0
35,2,174856,9,2,13,4,1,2885,0,40,0
67,4,141797,4,2,3,4,1,0,0,40,0
30,2,327202,8,4,2,2,1,0,0,40,0
26,2,76996,10,4,6,2,0,0,0,38,0
34,2,260560,9,2,6,4,1,0,0,40,0
21,2,370990,10,4,11,4,1,0,0,40,0
18,2,129010,8,4,2,4,1,0,0,10,0
21,2,452640,9,4,2,4,1,0,0,40,0
76,3,120796,5,2,9,4,1,0,0,40,0
51,0,45334,10,2,10,1,1,0,0,70,0
26,2,229523,9,2,6,4,0,0,0,56,0
18,2,127388,8,4,7,4,0,0,0,25,0
34,2,119422,11,2,6,4,1,0,1672,50,0
59,2,193895,9,0,3,4,0,0,0,40,0
55,2,163083,13,5,3,4,1,14084,0,45,1
33,4,155343,10,4,4,4,1,0,0,72,0
25,2,73895,9,4,7,4,0,0,0,10,0
48,2,107682,9,6,6,4,0,0,0,10,0
64,2,321166,13,0,11,4,0,0,0,5,0
47,1,154940,14,4,9,4,0,0,0,45,1
26,2,103700,10,4,12,4,0,0,0,40,0
36,2,63509,12,2,9,4,1,0,0,48,1
21,2,243842,9,2,4,4,1,0,0,40,0
30,2,58597,9,4,6,4,1,0,0,44,0
41,4,190290,9,0,2,4,1,0,0,40,0
34,2,62165,10,4,11,2,1,0,0,30,0
24,2,280134,6,4,11,4,1,0,0,49,0
26,2,118736,13,4,9,4,0,0,0,20,0
25,2,171114,9,4,0,4,0,0,0,48,0
35,2,169638,10,0,11,4,0,0,0,36,0
41,2,125461,10,0,2,4,1,0,0,40,1
33,2,145434,7,4,2,4,1,0,0,40,0
18,2,152182,10,4,7,4,0,0,0,25,0
27,3,233724,9,5,0,4,1,0,0,38,0
32,2,153963,9,0,7,4,0,0,0,35,0
51,1,88120,9,4,7,2,1,0,0,40,0
38,2,96330,11,0,0,2,0,0,0,40,0
41,1,66118,10,2,13,4,0,0,0,25,0
26,2,182178,10,2,2,4,1,2829,0,40,0
38,4,53628,11,0,3,4,1,0,0,35,0
54,2,174865,5,2,3,4,1,0,0,45,1
30,2,66194,13,4,9,4,0,0,0,60,0
31,2,73796,10,6,3,4,0,0,0,30,0
26,5,28366,13,4,9,4,1,0,0,40,0
75,4,231741,16,2,9,4,1,4931,0,3,0
29,2,237865,14,4,13,2,1,0,0,40,0
61,2,195453,9,2,3,4,1,0,0,50,1
24,2,116934,10,5,11,4,0,0,0,45,0
34,2,456399,12,4,9,4,1,0,0,40,0
42,2,263608,10,0,2,4,1,0,0,40,0
24,2,263498,7,4,2,4,1,0,0,40,0
42,4,183765,12,2,11,4,1,0,0,40,0
27,0,469705,9,4,2,2,1,0,1980,40,0
39,1,113253,13,2,9,4,0,0,0,50,1
20,2,138768,9,4,5,4,1,0,0,40,0
51,2,302146,7,4,7,2,0,0,0,40,0
68,2,253866,13,2,11,4,1,0,0,30,0
28,0,214858,9,4,6,4,1,0,0,48,0
43,2,243476,9,0,12,4,0,0,0,40,0
35,2,169104,10,3,2,4,1,0,0,40,0
44,2,103218,9,0,0,2,0,0,0,40,0
41,2,57233,13,4,5,4,1,0,0,40,0
44,2,228320,9,2,12,4,1,0,0,45,1
20,2,217421,9,2,0,4,0,0,0,40,0
46,2,185041,9,2,2,4,1,0,0,75,1
27,4,37302,12,2,13,4,1,7688,0,70,1
32,2,261059,10,4,7,4,1,0,0,50,0
46,2,59767,10,0,11,4,1,0,0,50,0
26,2,333541,9,4,7,4,1,0,0,24,0
20,2,133352,10,4,0,1,0,0,0,40,0
36,2,99270,9,2,4,4,0,0,0,40,0
49,2,204629,13,2,3,4,1,0,0,40,1
32,2,34104,9,2,3,4,1,3103,0,55,1
32,2,312667,13,2,9,4,1,15024,0,50,1
49,2,329603,13,2,2,4,1,0,1902,40,1
36,2,281021,9,4,13,4,1,0,0,45,0
22,2,275385,10,4,7,4,1,0,0,25,0
52,0,129177,9,0,0,4,0,0,0,40,0
42,2,385591,9,2,3,4,1,0,0,50,1
72,2,38360,9,6,7,4,0,0,0,16,0
30,1,73796,13,5,9,4,0,0,0,40,0
44,2,67671,10,2,5,4,1,0,0,40,0
23,2,257621,13,4,11,4,0,0,0,45,0
22,2,180052,10,4,11,4,1,0,0,20,0
59,2,656036,13,5,0,4,1,0,0,60,0
46,2,215943,9,0,9,4,0,0,0,40,0
30,2,488720,11,2,5,4,1,0,0,40,0
64,0,199298,4,6,7,4,0,0,0,30,0
31,2,305692,10,2,11,2,0,0,0,40,0
64,2,114994,9,2,7,4,1,0,0,20,0
45,2,88265,9,4,6,4,0,0,0,40,0
59,2,168569,9,2,6,4,1,0,1887,40,1
32,2,175413,9,4,0,2,0,0,0,40,0
43,2,161226,13,2,6,0,1,0,0,40,0
23,2,208598,10,4,11,4,1,0,0,45,0
49,4,200471,9,2,2,4,1,0,0,40,0
32,2,256609,8,2,6,4,1,0,0,40,0
49,2,176684,11,4,3,4,0,0,0,40,0
33,2,206512,10,0,9,4,1,0,0,40,0
28,2,212640,15,4,9,4,0,0,0,85,0
47,2,148724,9,2,11,2,1,0,0,40,0
41,2,266510,9,4,7,4,1,0,0,40,0
34,1,240252,14,2,3,4,1,0,0,40,1
25,2,358975,9,4,7,4,0,0,0,35,0
21,2,434710,10,4,11,4,0,0,0,15,0
25,2,204338,9,4,4,4,1,0,0,30,0
46,2,241844,5,2,7,4,1,0,0,40,0
37,2,191342,2,2,2,1,1,0,0,40,0
41,2,221947,10,2,2,4,1,0,0,56,1
44,2,111483,9,4,0,4,1,0,1504,50,0
30,2,65278,9,2,12,4,1,0,0,40,1
54,2,133403,10,2,6,4,1,0,0,40,0
35,4,166416,9,2,4,4,1,0,0,99,0
21,2,221480,10,4,12,4,0,0,0,25,0
35,4,189878,14,2,11,4,1,0,0,40,1
35,2,278403,15,2,9,4,1,0,0,80,1
19,2,184710,10,4,2,4,1,0,0,20,0
48,2,177775,9,0,3,4,0,0,0,40,0
65,4,225473,10,6,2,4,0,0,0,35,0
40,2,289403,13,5,0,2,1,0,0,35,0
26,2,269060,9,4,0,4,0,0,0,40,0
45,2,449354,10,2,3,4,1,0,0,40,0
26,2,214413,10,4,2,4,1,0,0,40,0
32,2,80058,9,2,0,4,1,0,0,40,0
35,2,202027,13,0,3,4,1,27828,0,50,1
22,4,123440,10,4,2,4,1,0,0,48,0
37,2,191524,11,5,9,4,0,0,0,38,0
25,2,308144,13,4,2,4,1,0,0,40,0
64,2,164204,2,2,13,4,1,0,0,53,0
46,2,205100,11,2,3,4,1,0,0,48,1
30,2,195750,9,4,5,4,1,0,0,27,0
63,2,149756,12,0,3,4,1,0,0,40,1
51,1,240358,9,2,10,4,1,0,0,40,1
68,4,241174,4,2,3,4,1,0,0,16,0
36,2,356838,16,2,9,4,1,0,0,50,0
28,3,115705,10,4,3,4,1,0,0,50,0
41,1,137142,10,2,11,4,1,0,0,40,0
47,2,296066,10,2,9,4,1,0,0,40,0
22,2,401335,10,4,7,2,0,0,0,30,0
34,3,186824,15,2,9,4,1,15024,0,40,1
46,0,162187,13,2,9,4,1,0,0,40,1
28,2,98010,10,3,0,4,0,0,0,40,0
36,2,172538,9,2,2,4,1,0,0,52,1
18,2,80163,10,4,11,4,0,0,0,20,0
33,1,43959,14,2,9,4,1,7688,0,50,1
51,2,162632,9,2,13,4,1,7298,0,60,1
56,4,115422,9,2,3,4,1,0,0,35,0
54,2,100933,9,4,0,4,0,0,0,40,0
29,2,270379,9,4,3,2,0,0,0,40,0
40,2,20109,10,0,5,0,0,0,0,84,0
53,2,114758,14,2,3,4,1,15024,0,65,1
22,2,100345,9,4,5,4,1,0,0,35,0
33,2,184901,9,2,6,4,1,0,0,40,1
28,2,87239,9,0,13,4,1,0,0,50,0
63,2,127363,10,2,9,4,0,0,0,12,0
53,0,199720,16,2,9,4,1,15024,0,60,1
37,2,143058,6,2,2,4,1,0,0,50,0
50,0,36489,10,0,3,4,1,0,0,40,0
22,2,141698,9,4,2,4,1,0,0,40,0
40,0,26358,12,4,0,4,0,0,0,40,0
22,2,195532,13,4,9,4,0,8614,0,40,1
21,2,30039,10,4,9,4,1,0,0,40,0
25,2,125159,12,2,5,2,1,0,0,40,0
20,2,246250,10,4,2,4,0,0,0,40,0
43,0,77370,9,2,13,4,1,0,0,40,0
29,2,355569,11,4,3,4,0,0,0,50,0
32,2,180603,13,2,11,4,1,0,0,40,1
42,2,201785,14,2,11,4,1,0,0,50,1
33,2,256211,9,2,6,1,1,0,0,40,0
27,2,146764,10,2,3,4,0,0,0,40,1
29,2,200515,10,2,6,4,1,0,0,38,0
29,2,52636,9,2,13,4,1,0,0,40,0
20,2,27049,10,4,3,4,0,0,0,20,0
35,2,111128,6,4,0,4,1,0,0,40,0
31,4,348038,13,2,9,4,1,0,1902,50,1
33,2,93930,9,4,2,4,1,0,0,50,0
67,2,397831,10,2,3,4,1,0,1539,40,0
46,2,33794,10,2,9,4,1,0,0,10,0
45,2,178215,5,2,6,4,0,0,0,40,1
17,1,191910,7,4,11,4,1,0,0,20,0
35,2,340110,13,2,3,4,1,0,1848,70,1
48,4,133694,13,3,3,2,1,0,0,40,1
49,2,148398,9,0,6,2,0,0,0,40,0
20,2,133515,10,4,11,4,0,0,0,40,0
27,2,181667,9,2,6,4,1,5013,0,46,0
64,2,159715,10,2,2,4,1,0,0,20,0
53,0,174040,10,5,2,2,1,0,0,40,0
52,2,117700,9,0,0,4,0,0,0,40,0
29,2,37215,9,2,2,4,1,0,0,55,0
32,3,46807,9,2,2,4,1,99999,0,40,1
48,4,317360,13,2,9,4,0,0,0,20,1
30,2,425627,10,4,2,4,1,0,0,40,0
34,2,82623,9,2,7,4,1,0,0,20,0
39,2,140854,9,4,9,4,1,0,0,50,0
28,2,185061,7,4,5,4,1,0,0,40,0
17,2,160118,8,4,11,4,0,0,0,10,0
54,2,282680,13,4,9,4,0,0,0,50,0
24,2,137591,10,4,11,4,1,0,1762,40,0
25,2,198163,9,4,3,4,0,0,0,40,0
25,2,132749,7,0,7,4,0,0,0,12,0
48,1,31264,10,2,3,4,0,5178,0,40,1
24,2,399449,13,4,11,4,0,0,0,40,0
31,2,27494,10,2,11,1,1,0,0,50,0
47,2,368561,10,2,2,4,1,0,0,40,1
45,2,102096,13,2,3,4,1,0,0,40,1
19,2,406078,10,4,0,4,0,0,0,25,0
52,3,100506,10,2,11,4,1,15024,0,50,1
52,2,29658,9,2,0,4,1,0,0,40,0
60,2,181953,9,2,13,4,1,0,0,28,0
43,2,304175,14,2,9,4,1,0,0,50,1
24,2,170070,12,0,7,4,0,0,0,30,0
51,2,194908,9,4,0,4,0,0,0,40,0
38,4,357962,5,0,2,4,1,0,0,40,0
21,2,214716,10,4,0,4,0,0,0,10,0
40,3,207578,9,2,0,4,1,0,0,50,1
54,2,146409,10,6,3,4,0,0,0,40,0
35,2,341643,13,4,7,4,1,0,0,50,0
52,2,131631,7,5,6,2,1,0,0,40,0
53,2,88842,9,2,3,4,1,99999,0,40,1
35,2,417136,9,0,2,2,1,0,0,40,0
43,4,336763,10,0,11,4,0,0,880,42,0
29,2,209301,13,2,2,4,1,0,0,40,0
29,2,120986,9,2,13,0,1,0,0,65,0
27,2,51025,9,4,7,4,0,0,0,40,0
58,2,218281,13,2,0,4,1,0,0,40,0
64,2,114994,9,2,5,4,1,0,0,18,0
53,2,335481,9,2,0,2,0,0,0,32,0
21,2,174503,9,4,0,4,0,0,0,30,0
40,4,230478,12,0,3,4,1,0,0,30,0
52,5,149650,16,2,9,4,1,0,0,40,1
38,2,149419,11,4,12,4,1,0,0,50,0
39,2,185099,9,2,3,4,1,0,0,40,0
68,2,128472,16,2,9,4,1,0,0,55,1
24,2,124971,9,4,11,4,1,0,0,38,0
40,3,344060,15,2,9,4,1,0,0,50,1
43,3,286750,15,2,9,2,1,0,0,99,1
38,2,296999,13,4,3,4,0,0,0,70,0
45,2,123681,9,2,11,4,1,0,0,40,1
18,2,232024,7,4,6,4,1,0,0,55,0
57,1,52267,14,2,3,4,1,0,0,50,1
49,2,119182,9,5,7,2,0,0,0,35,0
25,2,191230,10,4,3,4,0,0,0,40,0
52,0,23780,10,0,0,4,1,0,0,40,0
56,2,184553,6,0,2,4,1,0,0,56,0
26,3,242651,10,4,11,4,1,0,0,48,0
19,2,246226,9,4,2,4,0,0,0,40,0
25,3,86745,13,4,0,1,0,0,0,40,0
25,2,106889,9,2,0,4,0,0,0,30,0
21,2,460835,9,4,11,4,1,0,0,45,0
48,4,213140,4,2,2,4,1,0,0,40,0
33,5,37070,14,2,9,4,1,0,0,60,0
31,5,93589,9,0,10,3,1,0,0,40,0
26,4,213258,9,0,4,4,1,0,0,65,0
37,5,46814,13,4,9,4,1,0,0,38,0
20,2,284737,10,4,7,4,1,0,0,20,0
28,2,309620,10,2,11,3,1,0,0,60,0
49,2,197418,9,6,0,4,0,0,0,20,0
49,2,185041,14,2,3,4,1,0,1977,40,1
51,2,159604,10,2,9,4,0,0,0,40,1
40,2,123557,10,2,11,4,1,0,0,40,0
24,2,275421,11,4,6,4,0,0,0,40,0
18,2,167147,8,4,11,4,1,0,0,24,0
41,2,197583,6,2,13,2,1,0,0,40,1
46,2,175109,9,2,0,4,1,0,1485,40,1
46,2,117502,9,2,0,4,0,0,0,40,0
64,2,180401,6,2,13,4,1,0,0,40,1
50,4,146603,15,2,9,4,1,0,0,40,1
53,5,143822,14,2,9,4,1,0,0,36,1
21,2,51985,9,4,2,4,1,0,0,40,0
22,5,48121,10,2,7,4,1,0,0,25,0
37,2,234807,13,0,3,4,0,7430,0,45,1
39,0,65324,15,4,9,4,1,0,0,55,1
30,2,302149,13,2,11,1,1,0,0,40,0
25,2,168403,13,4,9,4,1,0,1741,40,0
26,2,159897,10,4,3,2,0,0,0,40,0
43,2,416338,13,4,11,4,1,0,0,50,0
59,2,370615,9,6,0,4,0,0,0,60,0
27,2,219371,9,3,0,4,0,0,0,40,0
55,2,120970,6,2,2,2,1,0,0,40,1
20,2,22966,10,4,7,4,1,0,0,12,0
25,2,34541,11,4,9,4,0,0,0,36,0
28,2,191027,12,5,7,4,1,0,0,40,0
29,2,107458,13,4,11,4,1,0,0,50,0
60,2,121832,7,2,11,4,1,0,0,40,1
37,1,233825,13,2,9,4,0,15024,0,50,1
25,2,73839,7,0,11,4,0,0,0,40,0
27,2,109165,10,2,2,4,1,0,0,60,0
50,5,103063,13,2,3,4,1,0,0,40,1
41,4,29762,10,2,4,4,1,5013,0,70,0
46,2,111979,4,2,2,4,1,0,0,47,0
35,2,150125,11,0,7,2,0,0,0,40,0
40,2,118001,9,4,5,2,1,0,0,40,0
49,2,149337,13,2,3,4,1,0,0,40,1
29,2,36601,13,4,9,4,0,0,0,50,0
43,1,118600,13,0,9,4,0,0,625,40,0
39,2,279272,12,4,13,2,1,0,0,60,0
35,2,181020,9,4,5,4,1,0,0,60,0
52,2,165998,10,2,6,4,1,0,0,40,0
25,2,218136,10,4,5,2,1,0,0,40,0
20,3,182200,9,4,6,4,0,0,0,30,0
46,2,39363,10,0,7,4,0,0,0,10,0
24,2,140001,13,4,3,4,1,0,0,40,0
29,2,193260,13,2,2,1,1,0,0,30,0
21,2,191243,10,4,7,4,1,0,0,40,0
37,0,207887,13,0,3,4,0,0,0,50,0
43,0,211450,9,4,0,4,1,0,0,40,0
19,2,184759,9,4,0,4,0,0,0,26,0
47,2,197836,9,2,11,4,1,0,0,45,0
61,2,232308,9,2,13,4,1,0,0,45,1
35,2,301614,9,2,7,4,1,0,0,60,0
60,2,146674,6,2,5,2,1,0,0,40,0
27,2,225291,10,4,0,4,0,0,0,40,0
57,1,148509,13,2,9,1,1,0,0,35,0
56,2,136413,2,2,2,4,1,0,0,40,0
27,2,126060,9,4,3,4,0,0,0,40,0
47,2,73064,4,2,6,2,0,0,0,35,0
19,2,39026,9,4,7,4,1,0,0,30,0
28,4,33035,8,0,7,4,0,0,0,30,0
43,2,193494,6,2,0,4,1,0,0,40,0
63,1,147440,10,0,3,4,0,0,0,35,0
25,2,64671,9,0,5,1,0,0,0,40,0
35,4,225399,9,4,6,4,1,8614,0,40,1
20,2,174391,9,4,5,4,0,0,0,40,0
48,2,377757,6,2,11,4,1,0,0,70,0
30,1,364310,13,4,9,2,0,0,0,40,0
31,2,110643,13,2,9,4,1,0,0,40,1
20,2,70240,9,4,11,1,0,0,0,24,0
57,5,32694,14,2,9,4,1,0,0,50,1
41,2,95047,11,2,0,4,0,7688,0,44,1
33,2,264936,9,0,0,4,0,0,0,40,0
27,2,367329,11,2,4,4,1,0,0,40,0
34,2,56026,9,2,4,4,1,0,0,60,1
22,2,186452,6,4,2,4,1,0,0,30,0
50,2,125417,12,2,3,2,0,0,0,40,1
40,4,242082,13,2,9,4,1,0,0,45,1
37,2,31023,9,2,2,4,1,0,0,51,0
53,2,424079,14,2,3,4,1,15024,0,55,1
38,4,108947,10,2,6,4,1,7688,0,40,1
25,5,261979,9,4,9,4,1,0,0,40,0
51,2,55507,9,2,2,2,1,0,0,40,0
18,2,353358,10,4,7,4,1,0,0,16,0
41,2,67339,7,2,5,4,1,7688,0,40,1
33,2,235109,9,4,0,4,0,0,0,40,0
33,2,208180,13,4,11,4,0,0,0,40,0
67,5,423561,10,2,13,4,1,0,0,40,0
47,4,145290,9,2,3,4,1,0,2415,50,1
24,2,403671,10,4,6,4,1,0,0,40,0
32,1,49325,4,2,7,4,1,0,0,40,0
29,2,370494,9,4,7,4,0,0,0,40,0
25,2,267012,11,4,11,4,1,0,0,45,0
33,2,191856,10,0,0,4,0,0,0,40,0
55,2,80445,13,2,2,4,1,0,0,40,0
31,2,379798,10,2,11,4,1,0,0,40,1
32,1,168387,14,2,9,4,1,0,0,50,0
18,2,301948,9,4,10,4,1,34095,0,3,0
36,2,274809,9,0,0,4,0,0,0,50,0
58,2,233193,9,6,0,4,0,0,0,27,0
34,2,299635,14,2,3,4,1,0,1902,50,1
19,2,236396,7,4,5,4,1,0,0,40,0
21,2,688355,9,4,0,2,0,0,0,40,0
36,3,37019,9,4,4,4,1,0,0,50,0
37,2,148015,13,2,9,2,0,15024,0,40,1
43,2,122975,9,2,6,2,0,0,0,21,0
52,5,349795,13,2,10,4,1,0,0,40,0
48,2,229846,11,0,7,4,0,0,0,40,0
43,2,108945,10,0,9,4,0,0,0,38,0
22,2,237498,9,4,7,4,1,0,0,40,0
57,2,188872,3,0,13,4,1,6497,0,40,0
37,2,324019,12,4,0,4,0,0,0,40,0
39,2,82488,10,0,11,1,0,0,0,38,0
54,2,206964,10,2,11,4,1,0,0,40,1
27,2,37088,12,4,7,4,1,0,0,40,0
21,2,152540,9,4,0,4,0,0,0,35,0
65,2,143554,10,5,0,4,0,0,0,38,0
30,2,126242,10,2,7,4,0,0,0,40,0
22,2,127185,5,4,6,4,0,0,0,40,0
26,2,164018,13,2,11,4,1,4064,0,50,0
25,2,210184,7,5,2,4,1,0,0,40,0
47,2,124973,11,2,3,4,1,15024,0,50,1
23,2,182117,12,4,7,4,1,0,0,60,0
42,2,220049,9,2,11,2,1,0,0,40,1
39,4,247975,10,4,2,1,1,0,0,30,0
55,2,50164,16,2,3,4,1,0,0,60,1
24,5,123160,14,3,9,1,0,0,0,10,0
46,3,219962,13,2,6,4,1,7298,0,40,1
53,2,79324,9,2,2,4,1,0,0,40,1
44,2,129100,7,5,7,2,0,0,0,60,0
40,2,210275,9,5,13,2,0,0,0,40,0
48,2,189462,10,2,2,4,1,7688,0,40,1
26,2,171114,11,5,0,4,0,0,0,35,0
22,2,201799,9,4,11,4,0,0,0,40,0
43,2,191149,9,0,3,4,0,0,0,40,0
37,1,34173,9,2,7,4,0,0,0,25,0
30,2,350979,9,2,2,1,1,0,0,40,0
41,2,147314,9,2,11,0,1,0,0,50,0
38,2,136081,15,2,9,4,1,0,0,60,1
42,4,373403,9,2,4,4,1,0,0,50,0
20,2,120601,9,4,13,2,1,0,0,40,0
36,2,130926,13,0,0,4,0,3674,0,40,0
32,0,72338,11,4,9,1,1,0,0,40,0
27,2,129624,13,2,3,4,1,0,0,40,1
25,5,328697,10,0,10,4,1,0,0,45,0
40,2,191196,14,4,3,4,1,0,0,40,0
49,2,110243,13,2,3,4,1,0,0,45,1
17,2,181580,7,4,7,4,0,0,0,16,0
29,2,89030,9,4,11,4,0,0,0,40,0
47,2,345493,15,2,9,1,1,99999,0,55,1
24,4,277700,10,5,5,4,1,0,0,45,0
29,2,250679,9,4,2,4,1,0,0,40,0
45,2,168837,10,2,0,4,0,0,0,24,1
30,2,142675,8,2,2,4,1,0,0,50,0
19,2,299050,10,4,0,4,1,0,0,20,0
59,2,107833,6,2,13,4,1,0,1485,40,1
47,2,121958,4,3,7,4,0,0,0,30,0
41,2,282948,10,2,12,2,1,3137,0,40,0
28,2,176683,12,4,9,4,1,0,0,40,0
46,2,34377,12,2,2,4,1,0,0,40,1
40,4,209833,10,2,2,4,1,0,0,60,0
66,5,41506,6,0,7,2,0,0,0,40,0
30,1,125159,13,4,9,2,1,14084,0,45,1
44,4,147206,10,4,2,4,1,0,0,12,0
58,4,93664,9,2,3,4,1,15024,0,60,1
21,2,315065,4,4,7,4,1,0,0,48,0
59,2,381851,5,6,7,2,0,0,0,40,0
35,1,185769,10,2,7,4,1,0,0,40,0
45,2,186272,5,2,0,2,1,5178,0,40,1
30,2,312667,9,2,13,4,1,0,0,40,0
33,2,343925,9,4,5,2,1,0,0,40,0
26,2,195994,10,4,11,4,0,0,0,15,0
48,2,398843,10,5,11,2,0,0,0,35,0
31,2,73514,9,4,11,1,0,0,0,40,0
36,2,288049,9,2,3,4,1,0,0,45,0
48,2,54759,9,0,9,4,0,0,0,38,0
30,2,155343,9,2,2,4,1,5013,0,40,0
33,2,401104,9,2,5,4,1,0,0,50,1
37,1,287306,12,2,9,2,0,99999,0,40,1
53,2,113995,13,2,3,4,1,0,0,45,1
18,2,146378,10,4,7,4,0,0,0,40,0
38,2,111499,10,2,13,4,1,7298,0,50,1
34,2,34374,10,4,7,4,1,0,0,50,0
45,2,162187,13,2,11,4,1,0,0,52,1
33,1,147654,11,2,9,4,1,0,0,60,0
35,2,182467,11,2,2,4,0,0,0,44,0
22,2,183970,9,4,5,2,1,0,0,40,0
35,2,332588,9,0,7,4,0,0,0,30,0
45,2,26781,9,2,9,0,1,0,0,8,0
17,2,48610,7,4,4,4,1,0,0,45,0
50,2,162632,9,2,3,4,1,0,0,45,0
38,1,91711,13,2,9,4,1,0,0,50,1
33,2,198003,10,2,2,4,1,7298,0,50,1
46,2,179048,9,2,11,4,1,0,0,35,0
25,2,262778,13,4,11,4,0,6849,0,50,0
64,2,102470,9,2,2,4,1,0,0,40,0
62,4,123170,10,2,3,4,1,0,0,10,0
32,2,164243,9,2,12,4,1,0,0,60,1
17,2,262511,7,4,11,4,1,0,0,20,0
61,2,51170,9,2,2,4,1,0,0,55,0
40,5,91949,16,4,9,2,0,0,0,40,0
21,2,123727,9,4,3,4,0,0,0,40,0
39,2,173175,13,2,3,4,1,15024,0,50,1
35,4,120301,10,2,3,4,1,0,0,45,0
29,2,250967,11,2,9,4,1,0,0,40,0
27,0,285432,12,4,13,2,1,0,0,40,0
20,2,36235,12,4,0,4,0,0,0,40,0
51,1,110965,14,4,9,4,1,0,0,40,0
45,2,123283,9,5,6,2,0,0,0,15,0
31,2,152940,10,2,2,4,1,0,0,40,0
29,2,376680,9,4,12,2,1,0,0,40,0
56,2,231232,13,2,0,4,1,0,0,30,0
55,4,168625,10,0,12,4,0,0,0,12,1
26,2,33939,10,4,12,4,1,0,0,20,0
46,2,155659,10,2,2,4,1,15024,0,45,1
32,1,190228,9,2,7,4,1,0,0,40,0
28,2,216178,9,2,11,4,1,0,0,40,0
27,2,587310,4,4,7,4,1,0,0,35,0
23,2,155919,5,3,2,4,1,0,0,40,0
59,2,227386,6,2,2,4,1,0,0,40,0
26,2,138152,8,4,2,3,1,0,0,48,0
36,2,167482,6,4,5,4,1,0,0,40,0
18,2,57957,9,4,11,4,0,0,0,15,0
33,2,157747,5,0,5,4,1,0,0,70,0
60,4,88570,11,2,13,4,0,0,0,15,1
40,2,273308,9,0,6,4,0,0,0,48,0
48,2,216292,9,2,4,4,1,0,0,43,0
27,4,131298,6,2,2,4,1,0,0,48,0
19,2,386378,10,4,7,4,1,0,0,20,0
38,2,179668,13,2,9,4,1,0,0,50,1
26,2,210812,10,0,2,4,1,0,0,43,0
45,0,311671,11,2,10,4,1,3908,0,40,0
20,2,215247,10,4,0,4,0,0,0,20,0
32,0,125856,9,0,2,4,1,0,0,40,0
22,2,74631,10,4,5,4,0,0,0,13,0
22,2,24008,9,4,0,4,1,0,0,40,0
38,5,354591,9,4,7,2,0,114,0,38,0
34,2,155343,9,2,2,4,1,0,1848,50,1
46,2,308334,2,6,7,3,0,0,0,30,0
39,2,245361,13,0,3,4,0,0,0,25,0
79,4,158319,9,6,7,4,0,0,0,24,0
24,2,314823,9,4,11,4,1,0,0,40,0
31,2,211334,10,2,2,4,1,2407,0,65,0
37,4,73199,13,2,11,1,1,3137,0,77,0
23,2,126550,9,4,2,4,1,0,0,40,0
31,2,260782,10,2,13,4,1,0,1579,45,0
29,2,114224,13,2,9,4,1,0,0,40,1
22,5,64292,13,4,9,4,0,0,0,43,0
55,1,219775,9,0,7,4,0,0,0,38,0
43,2,212894,9,0,2,4,1,0,0,40,0
23,2,260019,4,4,4,3,1,0,0,36,0
29,2,228075,9,4,0,4,1,0,0,35,0
22,2,239806,11,4,7,4,0,0,0,40,0
22,2,324637,10,4,11,4,1,0,0,42,0
25,2,163620,9,2,3,4,1,7298,0,84,1
29,2,194200,10,4,6,4,1,0,0,45,0
25,5,129200,10,4,13,2,1,0,0,40,0
33,0,207172,9,4,3,4,0,0,0,40,0
33,2,135312,13,4,9,4,1,0,0,40,1
31,2,100734,16,4,9,4,0,0,0,28,0
30,1,226443,14,2,9,4,1,0,1887,45,1
55,2,110871,13,2,11,4,1,0,0,40,0
36,2,192704,8,4,3,4,1,4650,0,50,0
28,2,78870,13,4,11,4,1,8614,0,40,1
42,2,107762,14,2,9,4,1,0,0,40,1
51,2,183611,12,0,3,4,1,0,0,55,0
62,1,249078,13,0,9,2,0,0,0,40,0
65,3,208452,10,2,11,4,1,0,0,35,1
23,2,302195,13,2,9,4,1,0,0,40,0
47,2,379118,4,2,2,2,1,0,0,60,1
50,3,174855,9,0,3,4,0,0,0,40,0
32,4,39369,13,2,2,4,1,0,0,40,0
37,0,196348,10,2,6,4,1,0,0,40,0
31,2,340917,9,4,2,4,1,14344,0,40,1
76,2,97077,6,6,11,2,0,0,0,12,0
54,2,200098,13,0,11,2,0,0,0,60,0
32,0,127651,13,2,9,4,1,0,0,40,1
31,2,315128,10,4,0,4,0,0,0,52,0
31,0,206823,13,0,10,4,1,0,0,50,1
65,4,316093,15,0,9,4,1,0,1668,40,0
30,2,112115,9,2,6,4,1,0,0,60,1
21,2,250051,10,4,9,4,0,0,0,10,0
40,0,298635,14,2,12,1,1,0,1902,40,1
26,5,109193,10,4,2,4,0,0,0,40,0
18,2,130849,7,4,7,4,0,0,0,8,0
34,1,43959,9,2,7,4,1,0,0,50,0
